mal_id,title_default,title_japanese,score,rank,popularity,season,year,genres
38127,Zhu Zhu Xia: Wu Ling Shou Wei Zhe,猪猪侠 五灵守卫者,,15700.0,19063,fall,2015.0,Sci-Fi
38136,Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian,豬豬俠 終極決戰前夜篇,,15707.0,19246,summer,2015.0,Sci-Fi
38363,Ohayou Hakushon Daimaou,おはようハクション大魔王,5.78,10570.0,16339,spring,2014.0,Comedy
38538,Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,火力少年王之传奇再现续集,,20667.0,19753,,,"Adventure, Fantasy"
38571,Tobidase! Dokan-kun,とびだせ！土管くん,,14289.0,19912,fall,2011.0,Comedy
39138,Hong Mao Lan Tu: Ao You Guo Lixian Ji,虹猫蓝兔奥悠国历险记,,20503.0,20976,spring,2013.0,
39685,Mabeob Chunjamun,마법천자문,,16628.0,21664,,,Adventure
39691,Robot Trains,로봇트레인,,18083.0,21231,winter,2015.0,
40087,Penguin no Mondai POW,ペンギンの問題POW,,20270.0,20600,spring,2012.0,
40091,Xiao Hua Xian 2nd Season,小花仙 第二季,,14885.0,18643,summer,2015.0,Fantasy
41417,Chao Shou Wuzhuang: Renzhe Wudi,超兽武装之仁者无敌,,19125.0,19783,spring,2011.0,"Action, Sci-Fi"
42654,Robocar Poli 3,로보카 폴리,,18073.0,19315,winter,2014.0,Comedy
42660,Robocar Poli 4,로보카 폴리,,18074.0,19709,summer,2015.0,Comedy
43257,San Mao Luxing Ji,三毛旅行記,,18233.0,24180,fall,2013.0,Adventure
43303,Lei Su Deng: Yi Fei Chong Tian,雷速登之翼飞冲天,,16479.0,21225,,,
43448,Lao Xiao Effendi,老小阿凡提,,16452.0,24789,,,
43922,Xin Datou Er Zi He Xiao Tou Baba,新大头儿子和小头爸爸 第一季,,15072.0,23176,,,Slice of Life
43923,Xin Datou Er Zi He Xiao Tou Baba 2nd Season,新大头儿子和小头爸爸 第二季,,15074.0,24200,,,Slice of Life
44104,Kaixin Baobei: Kaixin Chaoren,开心宝贝之开心超人,,15908.0,23840,,,"Comedy, Sci-Fi"
44108,Kaixin Baobei: Kaixin Da Maoxian,开心宝贝之开心大冒险,,15909.0,24226,,,"Comedy, Sci-Fi"
44109,Kaixin Baobei: Kaixin Xing Xingqiu,开心宝贝之开心星星球,,15911.0,24322,,,"Comedy, Sci-Fi"
44111,Kaixin Baobei: Kaixin Lianmeng Zhengba Zhan,开心宝贝之开心联盟争霸战,,15910.0,24351,,,"Comedy, Sci-Fi"
44112,Kaixin Baobei: Qihuan Zhi Lu,开心宝贝之奇幻之旅,,15912.0,24445,,,"Comedy, Sci-Fi"
44144,Sai Er Hao Season 2: Sheng Zhe Ni Xi,赛尔号之圣者逆袭,,18186.0,21439,winter,2013.0,
44145,Sai Er Hao Season 3: Guangming De Jiushu,赛尔号第3季：光明的救赎,,18187.0,22479,,,
44146,Sai Er Hao Season 4: Zhanshen Fengyun Jue,赛尔号第4季：战神风云决,,18188.0,21658,winter,2015.0,
44147,Sai Er Hao Season 5: Lie Tian Kun Shou,赛尔号第5季：猎天困兽,,18189.0,21771,spring,2015.0,
44162,Mole Zhuang Yuan,摩尔庄园,,17089.0,22932,,,
44163,Mole Zhuang Yuan 2nd Season,摩尔庄园第二季,,17090.0,23727,,,
44164,Mole Zhuang Yuan 3rd Season,摩尔庄园第三季,,17092.0,23930,,,
44179,Qin Han Ying Xiong Zhuan,秦汉英雄传,,17948.0,23571,,,Adventure
44288,Wu Zhan Dao,武战道,,14738.0,22620,fall,2013.0,
44414,Shaonian Shiye: Zhihui Kuaile Xia,少年师爷之智慧快乐侠,,13465.0,23106,winter,2012.0,
44415,Shaonian Shiye: Xiayi Huanle Xing,少年师爷之侠义欢乐行,,13462.0,22898,spring,2012.0,
44416,Shaonian Shiye: Ren Shanxing Tianxia,少年师爷之仁善行天下,,13460.0,23091,fall,2012.0,
44417,Shaonian Shiye: Xinyi Xiao Xiake,少年师爷之信义小侠客,,13463.0,23105,spring,2013.0,
44418,Shaonian Shiye: Zhili Wanshitong,少年师爷之知礼万事通,,13467.0,23254,spring,2013.0,
44419,Shaonian Shiye: Yongzhe Chuang Jiangnan,少年师爷之勇者闯江南,,13464.0,23160,summer,2013.0,
44444,Dou Long Zhanshi 3: Long Yin Zhi Zhan,斗龙战士3龙印之战,,19666.0,22597,fall,2015.0,Sci-Fi
44489,Shen Ji Bao Meili,神鸡包美丽,,13495.0,20881,,,
44490,Shen Ji Bao Meili 2,神鸡包美丽2,,13496.0,23787,,,
44491,AK Mofa Shaonu,艾可魔法少女,,18441.0,20889,spring,2015.0,
44492,Yu Qi Lin: Xian Ling Qi Yu,玉骐麟之仙灵奇域,,15458.0,22836,summer,2011.0,
44721,Xiao Yingtao: Wu Gang Chuanqi,小樱桃之舞钢传奇,,15001.0,25500,,,
45385,AU: Kaixin Tongnian,阿U之开心童年,,18603.0,23572,,,Comedy
45386,AU: Baoxiao Xiaoyuan,阿U之爆笑校园,,18599.0,22253,fall,2013.0,Comedy
45387,AU: Wei Cengzhang Jia You,阿U之为成长加优,,18612.0,23573,,,Comedy
45401,Mao Qiu Daya Qi Qu: Lu Zhi Benzou Da Caoyuan,毛球大牙奇趣之旅之奔走大草原,,16734.0,25071,,,
45417,Konglong Laile,恐龙来了,,16231.0,23478,summer,2013.0,Fantasy
45502,Ruyi Ku Bao: Dong Dou Hu,如意酷宝之冻豆虎,,18145.0,24307,fall,2013.0,Fantasy
45503,Ruyi Ku Bao: Xi Ou Tu,如意酷宝之西欧兔,,18153.0,24484,fall,2013.0,Fantasy
45504,Ruyi Ku Bao: Fei Li Niu,如意酷宝之菲力牛,,18146.0,24370,fall,2013.0,Fantasy
45505,Ruyi Ku Bao: Guai Li Shu,如意酷宝之怪粒鼠,,18147.0,24515,summer,2013.0,Fantasy
45506,Ruyi Ku Bao: Qiyi Gou,如意酷宝之奇异狗,,18150.0,24398,spring,2013.0,Fantasy
45507,Ruyi Ku Bao: Shanzhai Ji,如意酷宝之山寨鸡,,18152.0,24278,spring,2013.0,Fantasy
45508,Ruyi Ku Bao: Mile Hou,如意酷宝之弥勒猴,,18148.0,24054,fall,2012.0,Fantasy
45509,Ruyi Ku Bao: Ben Ben Zhu,如意酷宝之笨笨猪,,18144.0,24396,summer,2013.0,Fantasy
45510,Ruyi Ku Bao: Xiao Shen Yang,如意酷宝之小神羊,,18154.0,24178,fall,2012.0,Fantasy
45511,Ruyi Ku Bao: Qicai She,如意酷宝之七彩蛇,,18149.0,24090,winter,2012.0,Fantasy
45512,Ruyi Ku Bao: Bao Li Long,如意酷宝之保丽龙,,18143.0,24369,fall,2011.0,Fantasy
45513,Ruyi Ku Bao: Sha Qi Ma,如意酷宝之沙奇马,,18151.0,24091,summer,2012.0,Fantasy
45519,Kuaile Tuo Mo Ta: Xiao Zhen Le Fantian,快乐椭魔塔之小镇乐翻天,,16322.0,23229,,,"Comedy, Slice of Life"
45520,Kuaile Tuo Mo Ta: Baoxiao Cheng Yuhui,快乐椭魔塔之爆笑成语汇,,16320.0,24052,,,Adventure
45525,Binfen Baobao,缤纷宝宝,,18873.0,21525,winter,2011.0,Adventure
45539,Shuimu Youjiao: Xuetang Xilie - Bai Jia Xing,水木幼教学堂系列之百家姓,,13767.0,22105,fall,2012.0,
45678,Kuaile Xiao Zheng Xing,快乐小郑星,,16328.0,24036,winter,2013.0,
45696,Shuxue Huang Dao Lixian Ji,数学荒岛历险记,,13789.0,23520,,,
45698,Shuxue Huang Dao Lixian Ji 3,数学荒岛历险记3,,13791.0,21869,fall,2011.0,
45959,Long Taizi: Yinhe Da Maoxian,龙太子之银河大冒险,,16568.0,23669,spring,2011.0,"Fantasy, Sci-Fi"
46331,Shi Er Shengxiao: Mashang Jiu Hao,十二生肖之马上就好,,13566.0,24314,winter,2013.0,
46332,Shi Er Shengxiao: Long Xing Tianxia,十二生肖之龙行天下,,13565.0,24313,spring,2012.0,Fantasy
46385,Xi Xiao Yijia Qin,嘻笑一家亲,,14776.0,23614,spring,2011.0,Comedy
46392,Fengyun Qi Dui,风云奇队,,19882.0,22765,summer,2011.0,"Fantasy, Sports"
46401,Ben Ben You Youji: Chuanyue Huaxia,笨笨悠游记之穿越华夏,,18835.0,23765,winter,2012.0,
46402,Ben Ben You Youji: Mala Xialingying,笨笨悠游记之麻辣夏令营,,18836.0,23730,spring,2012.0,
46405,Kaixin Guo De Luse Jiayuan: Haha Senlin,开心果的绿色家园之哈哈森林,,15929.0,23959,winter,2011.0,Fantasy
46453,Shouwei Mayi Cun,守卫蚂蚁村,,13721.0,23621,winter,2011.0,Fantasy
46526,Haoqi Tan Zhang,好奇探长,,20312.0,24458,winter,2012.0,Fantasy
46597,Feichang Xiaozi Ma Ming Jia,非常小子马鸣加,,19833.0,24480,summer,2011.0,
46694,Qicai Shijie,七彩世界,,17935.0,22356,spring,2013.0,
46711,Songshan Qi Yuan,嵩山奇缘,,13857.0,22002,winter,2012.0,
46721,Yi Tang Xiao Gushi,亿唐小故事,,15360.0,22322,fall,2012.0,
46737,Xing Zi Xiao Chu Shen,星仔小厨神,,15146.0,22843,summer,2013.0,"Fantasy, Gourmet"
46741,Taigong Qi Shu,太公奇书,,14055.0,23627,winter,2013.0,
46753,Xiao Zhu Waiwai,小猪歪歪,,15018.0,26116,,,
46755,Tegong Tu: Xin De Maoxian,特工兔之新的冒险,,14161.0,23822,fall,2012.0,Fantasy
46773,Can Wa Yu Tianchi Guaishou,参娃与天池怪兽,,16419.0,23266,fall,2012.0,Fantasy
46853,Choegang Top Plate Part 2,최강！탑플레이트 下半部分,,19232.0,21608,summer,2014.0,Action
46879,Ranshao de Shucai,燃烧的蔬菜,,18016.0,25856,,,Fantasy
46903,Yingxiong Fengzicai,英雄冯子材,,15378.0,24108,fall,2014.0,
46907,Dongnan Te Weidui,东南特卫队,,19615.0,22914,spring,2012.0,"Action, Sci-Fi"
46958,Xiangshu Canting,橡树餐厅,,14838.0,24632,spring,2011.0,Fantasy
46966,Ba Min Jingling Duo Bao Ji,八闽精灵夺宝记,,18641.0,23843,spring,2013.0,Fantasy
47074,Todag Todag Kkomo,토닥 토닥 꼬모,,14302.0,24194,fall,2015.0,Comedy
47091,Tutu Zhi Zhen Jia Gongzhu,兔兔之真假公主,,14458.0,24913,spring,2015.0,
47179,Mianju Zhanshen,面具战神,,16919.0,23925,spring,2015.0,
47296,Jiayou Ba! San Er Ban,加油吧!三二班,,20850.0,24485,fall,2015.0,
47491,Caihong Xiong: Jizhan Huanying Guai,彩虹熊之激战幻影怪,,19031.0,23355,fall,2013.0,Fantasy
47800,Sai Er Hao,赛尔号 (2012),,18177.0,21827,,,
47960,Tiantian Jiayuan,天天家园,,14247.0,22421,fall,2011.0,
47992,Jia You Dou Ding,家有豆丁,,20812.0,22572,summer,2011.0,
47998,Budai Xiao Heshang,布袋小和尚,,18985.0,22174,fall,2014.0,
48076,Hua Huli Yu Daodan Ya,花狐狸与捣蛋鸭,,20573.0,22376,summer,2011.0,
48135,Geomjeong Gomusin 4,검정 고무신 4,,20052.0,24042,spring,2015.0,
48143,Kkoma Sinlang Kung Dolyeong,꼬마신랑 쿵도령,,16168.0,23882,spring,2013.0,Comedy
48148,Kkureogi Kelatobseu Koliyo,꾸러기 케라톱스 코리요,,16177.0,24492,winter,2014.0,Fantasy
48151,Nae Salang Ddung,내 사랑 뚱,,17230.0,22877,summer,2012.0,"Comedy, Fantasy"
48159,Nohjima Jeongsinjul,놓지마 정신줄,,17413.0,24064,winter,2014.0,Comedy
48169,Dudadakung,두다다쿵,,19716.0,23559,winter,2014.0,Fantasy
48170,Dudadakung 2nd Season,두다다쿵 2기,,19717.0,24120,summer,2015.0,Fantasy
48174,Noonbory Season 2,뚜바뚜바 눈보리,,17427.0,23690,fall,2011.0,Fantasy
48200,Meoteoldosa (TV),머털도사,,16894.0,23018,summer,2012.0,"Action, Adventure, Fantasy"
48207,Misultamheomdae,미술탐험대,,17027.0,22544,summer,2011.0,Fantasy
48208,Me & My Robot,미앤마이로봇,,16796.0,21624,winter,2013.0,"Comedy, Sci-Fi"
48210,Biklonz,바이클론즈,,18872.0,23374,summer,2014.0,"Action, Sci-Fi"
48231,Ppalgan Jajeongeo,빨간 자전거,,17836.0,20487,winter,2013.0,Slice of Life
48289,Eori Iyagi,어리 이야기,,19789.0,23080,,,Comedy
48303,Wonder Balls,원더볼즈,,14716.0,21617,winter,2014.0,Comedy
48304,Yuhuwa Chingudeul 2,유후와 친구들 2,,15489.0,21125,fall,2013.0,
48307,Eungkka Sonata,응까 소나타,,19802.0,21988,spring,2014.0,"Comedy, Fantasy"
48311,Iyab! Space Jungle,이얍! 스페이스 정글,,20774.0,23542,fall,2014.0,Comedy
48317,Iyagi Yeohaeng,이야기여행,,20777.0,22994,,,Adventure
48325,G Fighters,지파이터스,,19960.0,21571,fall,2014.0,"Action, Sci-Fi"
48335,Canimals,캐니멀,,19040.0,19499,spring,2011.0,Comedy
48341,Kioka,키오카,,16137.0,21742,winter,2012.0,
48342,Kijeu CSI,키즈 CSI 과학수사대,,16108.0,20843,summer,2012.0,"Adventure, Mystery"
49992,Qi Qi Miao Le Xing,奇奇妙乐星,,17877.0,22259,,,Comedy
52390,Kotowaza Gundam-san,ことわざガンダムさん,,16261.0,19075,summer,2014.0,Comedy
54178,Yorozu Kotto Yamagashi,よろず骨董 山樫,,15415.0,21616,fall,2011.0,
55078,Bubble Bubble Cook 2nd Season,보글보글 쿡 2기,,18979.0,23750,fall,2011.0,Gourmet
55091,Bubble Cook Wonjeongdae,보글 쿡 원정대,,18981.0,23731,fall,2013.0,Gourmet
56277,Hello Carbot,헬로 카봇,,20375.0,22945,summer,2014.0,Action
56279,Hello Carbot Season 2,헬로카봇 스페셜 시즌2,,20385.0,23592,spring,2015.0,Action
56363,Poli wa Hamkkehaneun Gyotonganjeon Iyagi,폴리와 함께하는 교통안전 이야기,,17779.0,23364,fall,2011.0,Comedy
57116,Geomjeong-gomusin 4th Season,검정 고무신 4기,,20056.0,25793,spring,2015.0,Comedy
57118,Miniforce Part 2,최강전사 미니특공대 파트 2,,16987.0,23000,spring,2015.0,Action
58586,Kodomo Keiji Memetan,こども刑事めめたん,,16193.0,26998,fall,2015.0,Comedy
58931,Grami's Circus Show,그라미의 서커스 쇼,,20129.0,26962,spring,2014.0,Comedy
21877,High Score Girl,ハイスコアガール,7.76,1092.0,944,summer,2018.0,Comedy
25777,Shingeki no Kyojin Season 2,進撃の巨人 Season2,8.52,123.0,12,spring,2017.0,"Action, Drama, Suspense"
27833,Durarara!!x2 Ketsu,デュラララ!!×2 結,8.05,578.0,626,winter,2016.0,"Action, Mystery, Supernatural"
28013,Macross Δ,マクロスΔ（デルタ）,7.28,2844.0,2474,spring,2016.0,"Action, Romance, Sci-Fi"
28391,Ao no Kanata no Four Rhythm,蒼の彼方のフォーリズム,6.64,6016.0,1565,winter,2016.0,"Sci-Fi, Sports"
28623,Koutetsujou no Kabaneri,甲鉄城のカバネリ,7.27,2858.0,229,spring,2016.0,"Action, Fantasy, Horror, Suspense"
28735,Shouwa Genroku Rakugo Shinjuu,昭和元禄落語心中,8.55,111.0,845,winter,2016.0,Drama
28833,Chain Chronicle: Haecceitas no Hikari,チェインクロニクル～ヘクセイタスの閃〈ひかり〉～,6.55,6539.0,1782,winter,2017.0,"Action, Adventure, Fantasy"
29758,Taboo Tattoo,タブー・タトゥー,5.73,10765.0,858,summer,2016.0,"Action, Supernatural"
30015,ReLIFE,ReLIFE,7.96,686.0,150,summer,2016.0,"Drama, Romance"
30016,Nanbaka,ナンバカ,7.33,2560.0,714,fall,2016.0,"Action, Comedy, Drama"
30484,Steins;Gate 0,シュタインズ・ゲート ゼロ,8.53,122.0,199,spring,2018.0,"Drama, Sci-Fi, Suspense"
30485,ChäoS;Child,CHAOS;CHILD,6.31,7893.0,1710,winter,2017.0,"Mystery, Sci-Fi, Supernatural, Suspense"
30652,Long Riders!,ろんぐらいだぁす！,6.71,5634.0,4222,fall,2016.0,"Comedy, Sports"
30654,Ansatsu Kyoushitsu 2nd Season,暗殺教室　第２期,8.48,143.0,85,winter,2016.0,"Action, Comedy"
30727,Saenai Heroine no Sodatekata ♭,冴えない彼女〈ヒロイン〉の育てかた♭,7.76,1104.0,649,spring,2017.0,"Comedy, Romance, Ecchi"
30736,Shingeki no Bahamut: Virgin Soul,神撃のバハムート VIRGIN SOUL,7.42,2181.0,1007,spring,2017.0,"Action, Adventure, Fantasy"
30749,Saijaku Muhai no Bahamut,最弱無敗の神装機竜《バハムート》,6.52,6696.0,583,winter,2016.0,"Action, Fantasy, Romance, Ecchi"
30795,Bakuon!!,ばくおん!!,6.49,6875.0,2785,spring,2016.0,Comedy
30806,Schwarzesmarken,シュヴァルツェスマーケン,6.74,5491.0,1961,winter,2016.0,"Action, Drama, Sci-Fi"
30831,Kono Subarashii Sekai ni Shukufuku wo!,この素晴らしい世界に祝福を！,8.1,501.0,40,winter,2016.0,"Adventure, Comedy, Fantasy"
30895,HaruChika: Haruta to Chika wa Seishun suru,ハルチカ ～ハルタとチカは青春する～,6.32,7814.0,2234,winter,2016.0,"Mystery, Romance"
30911,Tales of Zestiria the Cross,テイルズ オブ ゼスティリア ザ クロス,7.22,3121.0,743,summer,2016.0,"Action, Adventure, Fantasy"
31043,Boku dake ga Inai Machi,僕だけがいない街,8.3,267.0,28,winter,2016.0,"Mystery, Supernatural, Suspense"
31049,Beyblade Burst,ベイブレードバースト,6.6,6231.0,3940,spring,2016.0,"Adventure, Sci-Fi, Sports"
31080,Anne Happy♪,あんハピ♪,6.94,4491.0,2436,spring,2016.0,Slice of Life
31098,Ushio to Tora (TV) 2nd Season,うしおととら,7.89,816.0,1718,spring,2016.0,"Action, Adventure, Supernatural"
31109,Hatsukoi Monster,初恋モンスター,5.45,11776.0,1940,summer,2016.0,"Comedy, Romance"
31157,ClassicaLoid,クラシカロイド,6.41,7337.0,4376,fall,2016.0,Comedy
31163,Dimension W,Dimension W,7.18,3374.0,829,winter,2016.0,"Action, Sci-Fi"
31173,Akagami no Shirayuki-hime 2nd Season,赤髪の白雪姫,7.97,674.0,659,winter,2016.0,"Drama, Fantasy, Romance"
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,うたの☆プリンスさまっ♪マジLOVE レジェンドスター,7.15,3517.0,3485,fall,2016.0,"Comedy, Romance"
31223,Phantasy Star Online 2 The Animation,ファンタシースターオンライン２ ジ アニメーション,6.3,7955.0,2647,winter,2016.0,"Action, Sci-Fi"
31229,Servamp,SERVAMP（サーヴァンプ）,6.87,4832.0,861,summer,2016.0,"Action, Fantasy"
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Re：ゼロから始める異世界生活,8.23,338.0,25,spring,2016.0,"Drama, Fantasy, Suspense"
31338,Hundred,ハンドレッド,6.3,7935.0,644,spring,2016.0,"Action, Romance, Sci-Fi, Ecchi"
31339,Drifters,DRIFTERS,7.89,802.0,386,fall,2016.0,"Action, Adventure, Comedy, Fantasy"
31370,Tonkatsu DJ Agetarou,とんかつDJアゲ太郎,7.13,3607.0,5588,spring,2016.0,Comedy
31376,Flying Witch,ふらいんぐうぃっち,7.5,1872.0,918,spring,2016.0,"Slice of Life, Supernatural"
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,ネトゲの嫁は女の子じゃないと思った？,6.68,5814.0,408,spring,2016.0,"Comedy, Romance, Ecchi"
31405,Joker Game,ジョーカー・ゲーム,7.02,4134.0,1167,spring,2016.0,"Drama, Mystery, Suspense"
31414,Nijiiro Days,虹色デイズ,7.27,2868.0,1056,winter,2016.0,"Comedy, Romance"
31417,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,美男高校地球防衛部LOVE！LOVE！,7.01,4191.0,4173,summer,2016.0,Comedy
31422,Minami Kamakura Koukou Joshi Jitensha-bu,南鎌倉高校女子自転車部,6.35,7659.0,4747,winter,2017.0,Sports
31430,Terra Formars: Revenge,テラフォーマーズ リベンジ,6.64,6007.0,2226,spring,2016.0,"Action, Horror, Sci-Fi, Suspense"
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,銀河英雄伝説 Die Neue These 邂逅,7.79,1024.0,2318,spring,2018.0,"Drama, Sci-Fi"
31439,Wagamama High Spec,ワガママハイスペック,5.38,11985.0,3902,spring,2016.0,Comedy
31442,Musaigen no Phantom World,無彩限のファントム・ワールド,6.85,4899.0,409,winter,2016.0,"Action, Comedy, Fantasy, Ecchi"
31452,Norn9: Norn+Nonet,NORN9 ノルン+ノネット,6.54,6586.0,2285,winter,2016.0,"Adventure, Fantasy, Romance, Sci-Fi"
31456,Code:Realize - Sousei no Himegimi,Code:Realize ～創世の姫君～,6.66,5887.0,2349,fall,2017.0,"Fantasy, Romance"
31478,Bungou Stray Dogs,文豪ストレイドッグス,7.81,981.0,90,spring,2016.0,"Action, Mystery, Supernatural"
31498,Pan de Peace!,パンでPeace！,5.65,11091.0,3963,spring,2016.0,"Comedy, Gourmet, Slice of Life"
31500,High School Fleet,ハイスクール・フリート,7.3,2749.0,2044,spring,2016.0,Action
31537,Manaria Friends,マナリアフレンズ,6.68,5810.0,1797,winter,2019.0,"Fantasy, Slice of Life"
31540,Sekkou Boys,石膏ボーイズ,6.25,8221.0,3074,winter,2016.0,Comedy
31559,Prince of Stride: Alternative,プリンス・オブ・ストライド　オルタナティブ,6.9,4670.0,1373,winter,2016.0,Sports
31564,Sansha Sanyou,三者三葉,7.1,3785.0,2805,spring,2016.0,"Comedy, Slice of Life"
31580,Ajin,亜人,7.38,2340.0,376,winter,2016.0,"Action, Horror, Mystery, Supernatural"
31588,All Out!!,オールアウト!!,7.04,4035.0,1946,fall,2016.0,Sports
31610,Kyoukai no Rinne 2nd Season,境界のRINNE,7.14,3568.0,3829,spring,2016.0,"Comedy, Supernatural"
31621,Ooya-san wa Shishunki!,大家さんは思春期！,6.52,6688.0,3122,winter,2016.0,"Comedy, Slice of Life"
31629,Granblue Fantasy The Animation,GRANBLUE FANTASY The Animation,6.62,6137.0,1220,spring,2017.0,"Action, Adventure, Fantasy"
31630,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",逆転裁判 ～その「真実」、異議あり！～,6.52,6723.0,1662,spring,2016.0,"Comedy, Drama, Mystery"
31631,Monster Hunter Stories: Ride On,モンスターハンターストーリーズ RIDE ON,6.27,8120.0,5438,fall,2016.0,Fantasy
31633,Sushi Police,SUSHI POLICE（スシポリス）,4.64,13097.0,5732,winter,2016.0,"Comedy, Gourmet, Mystery"
31636,Dagashi Kashi,だがしかし,6.6,6234.0,497,winter,2016.0,"Comedy, Gourmet"
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール,7.71,1222.0,397,winter,2016.0,"Action, Adventure, Fantasy"
31646,3-gatsu no Lion,3月のライオン,8.37,211.0,303,fall,2016.0,Drama
31670,Kaitou Joker 3rd Season,怪盗ジョーカー シーズン,7.21,3166.0,8285,spring,2016.0,"Adventure, Comedy, Mystery"
31680,Super Lovers,SUPER LOVERS（スーパーラヴァーズ）,6.76,5355.0,1593,spring,2016.0,"Boys Love, Comedy, Drama"
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,Fate/kaleid liner プリズマ☆イリヤ 3rei!!,7.49,1914.0,1749,summer,2016.0,"Action, Comedy, Fantasy"
31710,Divine Gate,ディバインゲート,5.52,11537.0,1424,winter,2016.0,"Action, Fantasy, Sci-Fi"
31716,Rewrite,リライト,6.64,5996.0,1175,summer,2016.0,"Action, Comedy, Romance, Supernatural"
31722,Nanatsu no Taizai: Seisen no Shirushi,七つの大罪 聖戦の予兆,6.96,4408.0,283,summer,2016.0,"Action, Adventure, Fantasy"
31733,Bishoujo Senshi Sailor Moon Crystal Season III,美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞,7.76,1085.0,2835,spring,2016.0,"Fantasy, Romance"
31737,Gakusen Toshi Asterisk 2nd Season,学戦都市アスタリスク,6.99,4268.0,527,spring,2016.0,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi"
31741,Magi: Sinbad no Bouken (TV),マギ シンドバッドの冒険,7.84,903.0,471,spring,2016.0,"Action, Adventure, Fantasy"
31753,Ganbare! Lulu Lolo 3rd Season,がんばれ！ルルロロ　第３シリーズ,,19991.0,17928,winter,2016.0,Slice of Life
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,ねじ巻き精霊戦記 天鏡のアルデラミン,7.63,1413.0,757,summer,2016.0,"Action, Adventure, Fantasy"
31771,Amanchu!,あまんちゅ！,7.23,3070.0,2225,summer,2016.0,Slice of Life
31783,Yowamushi Pedal: New Generation,弱虫ペダル NEW GENERATION,7.63,1423.0,2408,winter,2017.0,Sports
31790,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,アクティヴレイド　－機動強襲室第八係－,5.85,10191.0,2917,winter,2016.0,"Action, Sci-Fi"
31793,Mahou Shoujo Nante Mou Ii desu kara.,魔法少女なんてもういいですから。,5.92,9886.0,4286,winter,2016.0,Comedy
31798,Kiznaiver,キズナイーバー,7.37,2408.0,267,spring,2016.0,"Drama, Romance, Sci-Fi"
31804,Kuma Miko,くまみこ,6.31,7851.0,2520,spring,2016.0,"Comedy, Slice of Life"
31815,"Kono Danshi, Mahou ga Oshigoto desu.",この男子、魔法がお仕事です。,6.95,4446.0,4204,winter,2016.0,"Boys Love, Fantasy"
31821,Arslan Senki (TV): Fuujin Ranbu,アルスラーン戦記 風塵乱舞,7.5,1858.0,1628,summer,2016.0,"Action, Adventure, Drama, Fantasy"
31845,Masou Gakuen HxH,魔装学園H×H,6.12,8890.0,842,summer,2016.0,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi"
31848,Ojisan to Marshmallow,おじさんとマシュマロ,6.57,6411.0,2689,winter,2016.0,Comedy
31859,Hai to Gensou no Grimgar,灰と幻想のグリムガル,7.65,1374.0,269,winter,2016.0,"Action, Adventure, Drama, Fantasy"
31884,Mahoutsukai Precure!,魔法つかいプリキュア！,7.26,2946.0,5558,winter,2016.0,"Action, Fantasy"
31890,Nurse Witch Komugi-chan R,ナースウィッチ小麦ちゃんR,5.97,9657.0,5769,winter,2016.0,"Comedy, Fantasy"
31904,Big Order (TV),ビッグオーダー,5.35,12065.0,1061,spring,2016.0,"Action, Fantasy"
31914,Shoujo-tachi wa Kouya wo Mezasu,少女たちは荒野を目指す,6.3,7965.0,1854,winter,2016.0,
31931,Full Metal Panic! Invisible Victory,フルメタル・パニック！Invisible Victory,7.57,1631.0,2121,spring,2018.0,Action
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,8.5,138.0,128,spring,2016.0,"Action, Adventure, Supernatural"
31952,Kono Bijutsu-bu ni wa Mondai ga Aru!,この美術部には問題がある！,7.17,3405.0,796,summer,2016.0,"Comedy, Romance"
31953,New Game!,NEW GAME!,7.56,1661.0,535,summer,2016.0,Comedy
31964,Boku no Hero Academia,僕のヒーローアカデミア,7.85,885.0,7,spring,2016.0,Action
31988,Hibike! Euphonium 2,響け！ユーフォニアム2,8.33,240.0,1046,fall,2016.0,Drama
31994,Yami Shibai 3,闇芝居 3期,6.33,7775.0,3687,winter,2016.0,"Avant Garde, Horror, Supernatural"
32011,Hakuouki: Otogisoushi,薄桜鬼～御伽草子～,6.59,6305.0,7761,spring,2016.0,Fantasy
32013,Oshiete! Galko-chan,おしえて! ギャル子ちゃん,7.01,4212.0,1344,winter,2016.0,Comedy
